xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
-0.2,0.29,0.62,0.67,0.85,0.92,1
-0.11,0.29,0.56,-0.24,-0.79,0.18,1
-0.11,0.29,0.55,1.34,0.98,-0.12,1
-0.11,0.29,0.56,0.31,0.06,0.06,1
-0.1,0.29,0.57,1.28,0.73,0.31,1
-0.11,0.29,0.57,1.22,0.49,0.92,1
-0.11,0.29,0.58,-0.43,0.06,0.24,1
-0.11,0.29,0.58,0.67,-0.49,-0.24,1
-0.11,0.29,0.57,0.85,0.31,0.55,1
-0.12,0.29,0.58,0.67,0.67,0.85,1
-0.11,0.29,0.58,1.1,0.49,0.12,1
-0.12,0.29,0.58,0.79,0.43,0.31,1
-0.12,0.32,0.59,1.46,0,0,1
-0.11,0.32,0.59,0.85,0.31,0.12,1
-0.11,0.32,0.59,0.12,0.49,0.37,1
-0.12,0.32,0.59,0.31,0,0.37,1
-0.12,0.32,0.59,0.85,0.37,0.55,1
-0.11,0.32,0.59,0.43,0.37,0.06,1
-0.12,0.32,0.59,1.16,0.31,0.43,1
-0.12,0.32,0.59,1.04,0.31,1.59,1
-0.12,0.32,0.61,1.1,1.04,0.43,1
-0.12,0.32,0.6,0.55,-0.12,0.73,1
-0.12,0.32,0.6,0.98,0.79,-0.31,1
-0.12,0.32,0.6,0.43,0.49,-0.49,1
-0.12,0.32,0.6,0.85,0.49,-0.43,1
-0.11,0.32,0.6,0.06,-0.24,-0.06,1
-0.11,0.32,0.61,-0.06,0.43,0.55,1
-0.12,0.32,0.6,1.04,0.55,0.12,1
-0.11,0.32,0.6,0.43,0.61,0.37,1
-0.11,0.32,0.61,0.61,0.12,0.37,1
-0.12,0.32,0.61,0.24,0.12,0,1
-0.11,0.32,0.61,1.04,0.06,0.31,1
-0.11,0.32,0.61,0,0.12,0.67,1
-0.11,0.33,0.62,-0.31,-0.18,-0.55,1
-0.12,0.32,0.62,1.16,2.01,0.43,1
-0.11,0.32,0.61,0.24,-2.56,-1.16,1
-0.12,0.34,0.6,0.61,-0.24,0.24,1
-0.12,0.32,0.61,0.61,0,0.49,1
-0.12,0.32,0.6,0,0.31,0.37,1
-0.12,0.32,0.6,0.98,0,0.37,1
-0.12,0.32,0.6,1.16,0.73,0.43,1
-0.13,0.32,0.59,1.16,1.1,1.71,1
-0.13,0.34,0.61,1.53,0.55,-15.5,1
-0.12,0.32,0.61,0.73,0.85,0.79,1
-0.13,0.33,0.61,-0.12,-0.98,-0.24,1
-0.12,0.29,0.62,0.37,0.61,-0.06,1
-0.11,0.29,0.61,-0.73,0.18,0.06,1
-0.12,0.29,0.61,0.37,0.55,0.06,1
-0.11,0.29,0.61,0.24,0.73,0.85,1
-0.11,0.29,0.61,0.49,0.12,0.55,1
-0.11,0.29,0.62,0.24,0.18,0.18,1
-0.12,0.29,0.62,0.55,0.12,0.61,1
-0.11,0.31,0.62,0.98,0.79,-0.18,1
-0.11,0.31,0.62,1.16,0.73,0.49,1
-0.11,0.31,0.62,0,0.12,0.55,1
-0.11,0.31,0.62,0.49,0.43,0.24,1
-0.11,0.31,0.62,0.92,0.67,0.55,1
-0.11,0.31,0.62,0.31,-0.18,1.04,1
-0.11,0.31,0.62,0.85,0.43,0.61,1
-0.11,0.31,0.63,0,0.55,-0.43,1
-0.11,0.31,0.62,0.31,0.37,0.85,1
-0.11,0.31,0.62,0.43,0.37,0.43,1
-0.11,0.31,0.62,0.85,0.24,0.61,1
-0.11,0.31,0.62,0.98,0.85,0.79,1
-0.11,0.31,0.62,1.04,0,0.73,1
-0.11,0.31,0.62,0.43,-0.06,0.55,1
-0.11,0.31,0.63,2.01,1.77,-0.61,1
-0.08,0.31,0.64,1.04,-0.49,0.43,1
-0.09,0.27,0.64,1.34,0.31,0.67,1
-0.1,0.25,0.64,0.31,0.06,0.55,1
-0.09,0.32,0.64,0.92,0,0.55,1
-0.1,0.27,0.63,0.67,0.31,0.55,1
-0.09,0.19,0.64,0.73,0.43,0.37,1
-0.1,0.18,0.64,0.67,0.49,0.18,1
-0.1,0.21,0.63,0.12,-0.12,0.43,1
-0.1,0.22,0.64,1.04,0.12,0.31,1
-0.1,0.22,0.64,0.61,0.06,0.31,1
-0.1,0.22,0.64,0.79,0.61,0.24,1
-0.09,0.22,0.63,0.43,0.18,0.31,1
-0.1,0.22,0.63,-0.06,-0.37,0.49,1
-0.1,0.22,0.64,0.73,0.43,0.49,1
-0.1,0.26,0.63,0.61,0.61,0.85,1
-0.09,0.25,0.64,0.24,0.43,0.67,1
-0.1,0.25,0.64,0.92,0.49,0.12,1
-0.1,0.25,0.64,0.24,0.12,0.61,1
-0.1,0.25,0.64,0.79,0.31,0.37,1
-0.1,0.25,0.64,0.43,0.06,0.24,1
-0.1,0.25,0.64,1.04,0.73,0.37,1
-0.09,0.25,0.63,0.85,0.55,0.18,1
-0.1,0.25,0.64,0.49,0.24,-0.06,1
-0.1,0.32,0.64,0.67,0.55,0.24,1
-0.1,0.33,0.63,0.85,0.67,0.55,1
-0.1,0.35,0.63,0.55,0.31,0.67,1
-0.1,0.35,0.64,0.73,0.55,0.55,1
-0.1,0.35,0.64,1.04,0.43,0.79,1
-0.1,0.35,0.64,0.61,0,0.92,1
-0.1,0.35,0.64,0.79,0.24,0.37,1
-0.1,0.35,0.64,0.49,0.31,0.37,1
-0.1,0.35,0.64,-0.31,0.24,0.67,1
-0.1,0.35,0.63,0.79,0.85,0.49,1
-0.1,0.35,0.67,-0.49,0.49,0.67,1
-0.1,0.35,0.66,0.67,-0.12,-0.12,1
-0.1,0.35,0.66,0.92,0.79,0.73,1
-0.11,0.35,0.66,1.4,1.16,1.34,1
-0.09,0.35,0.65,0.73,0.85,0.18,1
-0.1,0.35,0.65,0.49,-0.06,0.18,1
-0.11,0.35,0.66,0.73,0.37,0.12,1
-0.1,0.35,0.66,0.31,0.49,-0.18,1
-0.1,0.35,0.65,0.55,0.24,-0.24,1
-0.11,0.35,0.65,0.55,0.06,-0.12,1
-0.11,0.35,0.66,0.92,0.43,-0.06,1
-0.11,0.35,0.67,0.24,0.37,0.61,1
-0.1,0.35,0.66,0.92,0.12,0.73,1
-0.1,0.35,0.66,0.43,0.55,0.24,1
-0.1,0.35,0.66,0.79,0.31,0.55,1
-0.11,0.35,0.66,1.04,0.49,0.67,1
-0.1,0.35,0.66,0.85,0.61,0.06,1
-0.1,0.35,0.66,1.16,0.31,0.49,1
-0.1,0.35,0.66,0.79,0.18,0.55,1
-0.1,0.35,0.66,0.67,0.37,-0.06,1
-0.11,0.35,0.66,0.49,0.06,0.24,1
-0.11,0.35,0.66,0.98,0.61,0.55,1
-0.11,0.35,0.66,1.1,1.16,0.18,1
-0.11,0.35,0.66,0.79,0.12,-0.06,1
-0.1,0.35,0.68,1.1,0.67,2.2,1
-0.12,0.35,0.67,1.22,0.92,-0.73,1
-0.1,0.35,0.64,1.53,0.79,1.28,1
-0.11,0.35,0.65,0.06,0.12,-0.55,1
-0.11,0.35,0.66,0.92,0.98,0.43,1
-0.11,0.35,0.65,0.61,0.37,0.43,1
-0.11,0.35,0.65,0.37,0.55,0.31,1
-0.12,0.35,0.65,0.67,0.06,0.49,1
-0.12,0.35,0.65,1.4,0.85,1.04,1
-0.11,0.35,0.66,0.61,0.31,0.98,1
-0.13,0.35,0.65,-2.14,1.16,0.49,1
-0.12,0.35,0.64,1.46,0.73,0.43,1
-0.12,0.35,0.64,0.31,0.24,0.67,1
-0.11,0.35,0.65,0.85,0.67,0.79,1
-0.12,0.35,0.65,-0.24,-0.61,-0.18,1
-0.11,0.35,0.65,0.43,0.61,0.61,1
-0.12,0.35,0.64,-1.46,-0.12,2.26,1
-0.1,0.35,0.65,-1.95,-1.65,-0.31,1
-0.12,0.35,0.64,0.18,-0.12,1.22,1
-0.11,0.35,0.63,-0.12,-0.12,0.12,1
-0.11,0.35,0.65,0.73,0.37,0.18,1
-0.11,0.35,0.63,1.34,0.61,0.24,1
-0.12,0.35,0.65,0.73,0.79,1.77,1
-0.12,0.35,0.64,0.73,0.06,-0.31,1
-0.11,0.35,0.64,-0.43,0.24,0.67,1
-0.11,0.35,0.64,1.71,1.34,1.46,1
-0.12,0.35,0.63,0.49,-0.24,0.24,1
-0.12,0.35,0.66,0,-0.31,0.49,1
-0.12,0.35,0.65,1.1,0.24,0.06,1
-0.12,0.35,0.65,1.1,0.61,0.73,1
-0.12,0.35,0.65,0.18,-0.31,0.12,1
-0.12,0.35,0.65,0,-0.12,-0.06,1
-0.12,0.35,0.65,0.43,0.24,0.06,1
-0.12,0.35,0.66,0.49,0,-0.06,1
-0.12,0.35,0.65,1.22,0.61,1.22,1
-0.12,0.35,0.64,-1.28,1.16,-1.53,1
-0.11,0.35,0.68,0,-0.12,2.01,1
-0.12,0.35,0.67,2.93,1.46,1.53,1
-0.11,0.35,0.66,1.04,0,-0.92,1
-0.13,0.35,0.66,0,0.92,1.16,1
-0.13,0.35,0.66,1.34,0.55,0.73,1
-0.12,0.35,0.66,-0.85,0,-0.49,1
-0.11,0.35,0.67,0.37,0.43,-0.06,1
-0.12,0.35,0.66,1.65,1.34,1.22,1
-0.12,0.35,0.66,0.67,-0.24,0.31,1
-0.12,0.35,0.65,0.31,0.73,-0.06,1
-0.12,0.35,0.66,0.06,0.06,0.12,1
-0.13,0.35,0.66,0.49,-0.31,0.06,1
-0.13,0.35,0.65,0.61,0,0.85,1
-0.13,0.35,0.66,0.24,0.61,0.31,1
-0.13,0.35,0.65,0.31,0.55,0.43,1
-0.13,0.35,0.65,0.06,-0.12,0.49,1
-0.13,0.35,0.65,0.79,0.49,0.18,1
-0.12,0.35,0.66,0.31,0.31,0.55,1
-0.13,0.34,0.66,0.55,-0.43,0.31,1
-0.13,0.35,0.66,0.43,0.18,0.49,1
-0.12,0.35,0.66,1.65,1.16,0.43,1
-0.13,0.35,0.65,1.83,0.67,-0.06,1
-0.12,0.35,0.66,-2.14,-1.34,1.34,1
-0.13,0.35,0.66,0.67,0.49,1.22,1
-0.13,0.35,0.65,1.22,0.85,0.73,1
-0.13,0.35,0.64,-0.06,-0.55,-0.24,1
-0.13,0.35,0.65,0.24,0.06,0.18,1
-0.13,0.35,0.66,0.12,-0.18,0.43,1
-0.13,0.36,0.66,0.06,0.31,-0.18,1
-0.13,0.36,0.66,0.55,0.06,0.43,1
-0.15,0.36,0.63,0.12,1.04,1.28,1
-0.14,0.36,0.65,0.18,0.12,0.98,1
-0.15,0.36,0.63,0.85,1.89,0.49,1
-0.13,0.36,0.66,1.59,0.31,0.18,1
-0.13,0.36,0.65,0.06,0.18,0.24,1
-0.13,0.36,0.65,0.73,0,-0.06,1
-0.13,0.36,0.65,0.55,0.24,0.43,1
-0.13,0.36,0.65,0.92,0.61,0.85,1
-0.13,0.36,0.65,1.28,0.61,0.43,1
-0.13,0.36,0.65,0.43,0.24,0.12,1
-0.14,0.36,0.65,0.67,-0.06,0.31,1
-0.14,0.36,0.65,0.73,0.12,0.61,1
-0.14,0.36,0.65,0.85,0.31,0,1
-0.14,0.36,0.65,1.34,0.98,1.34,1
-0.14,0.36,0.66,0.67,0.18,0.43,1
-0.15,0.36,0.64,0.61,-0.12,-0.98,1
-0.14,0.36,0.65,-0.37,-0.06,0.43,1
-0.15,0.36,0.5,0.61,-2.08,2.26,1
-0.14,0.36,0.48,1.89,0.55,0.67,1
-0.15,0.36,0.49,1.83,0.61,0.49,1
-0.14,0.36,0.49,0.67,-0.61,-0.12,1
-0.15,0.36,0.49,0.31,0.61,1.04,1
-0.16,0.36,0.49,0.79,0.55,0.24,1
-0.15,0.36,0.49,2.14,0.98,0.98,1
-0.16,0.36,0.49,0.79,0.79,0.61,1
-0.15,0.36,0.49,0.43,0.24,0.67,1
-0.15,0.36,0.48,1.4,-0.31,0.12,1
-0.15,0.36,0.48,-0.06,0.55,0.12,1
-0.15,0.36,0.47,0.79,0.67,0.43,1
-0.15,0.36,0.48,-0.31,-0.67,0.18,1
-0.15,0.36,0.49,0.31,0.79,0.85,1
-0.15,0.34,0.47,2.93,0.12,0.79,1
-0.15,0.35,0.49,-0.12,-0.61,2.26,1
-0.15,0.3,0.47,0.67,0.12,0.79,1
-0.15,0.31,0.47,1.28,0.61,1.4,1
-0.15,0.31,0.5,3.48,0.67,0.31,1
-0.15,0.31,0.5,0.55,0.85,0.67,1
-0.16,0.31,0.48,-0.06,0.98,0.98,1
-0.15,0.31,0.47,0.43,0.12,-0.43,1
-0.14,0.31,0.46,0.92,-1.04,0.67,1
-0.15,0.31,0.48,0.61,1.28,0.55,1
-0.15,0.31,0.47,0.55,0.49,0.73,1
-0.15,0.31,0.47,0.37,0.61,-0.06,1
-0.18,0.31,0.47,-0.06,1.22,1.89,1
-0.14,0.31,0.5,1.59,1.34,-1.28,1
-0.15,0.31,0.49,-0.67,-0.55,1.34,1
-0.16,0.31,0.5,0.67,-0.85,1.71,1
-0.16,0.31,0.47,0.85,0.79,1.83,1
-0.16,0.31,0.46,-0.55,2.69,-3.48,1
-0.13,0.28,0.46,0.61,0.92,3.42,1
-0.18,0.29,0.45,-3.91,-0.49,3.17,1
-0.21,0.29,0.42,-2.14,-1.89,-0.43,1
-0.21,0.29,0.45,6.53,-0.61,0.18,1
-0.17,0.29,0.45,-1.77,2.14,1.34,1
-0.15,0.29,0.45,-0.67,-0.55,1.59,1
-0.15,0.29,0.45,0.12,0.85,-0.43,1
-0.14,0.29,0.45,-0.67,0.55,0,1
-0.13,0.29,0.44,-0.24,-1.83,-0.61,1
-0.14,0.29,0.43,2.62,2.44,1.22,1
-0.14,0.29,0.44,0.55,0.18,0.55,1
-0.14,0.29,0.44,0.85,-0.73,-0.18,1
-0.13,0.29,0.44,2.26,0.12,-0.06,1
-0.14,0.28,0.45,1.22,-0.06,0.61,1
-0.13,0.34,0.45,0.92,1.1,0.79,1
-0.13,0.34,0.43,0.92,-0.67,0.67,1
-0.14,0.34,0.43,1.04,0.37,0.31,1
-0.14,0.34,0.44,0.37,0.18,-0.12,1
-0.14,0.34,0.44,1.16,0.18,0.31,1
-0.14,0.34,0.43,1.95,0.49,0.31,1
-0.14,0.34,0.43,0.79,0.85,-0.61,1
-0.14,0.34,0.43,1.04,-0.92,0.06,1
-0.14,0.34,0.43,0.92,0.61,0.06,1
-0.15,0.34,0.43,0.18,0.61,-0.31,1
-0.14,0.34,0.43,0.06,-0.55,0.06,1
-0.14,0.34,0.43,0.18,-0.18,0.18,1
-0.13,0.34,0.43,4.21,0.31,0.24,1
-0.16,0.34,0.45,1.22,0.24,0.06,1
-0.15,0.34,0.45,2.26,-0.67,0.12,1
-0.13,0.34,0.43,1.16,-0.49,0.12,1
-0.14,0.34,0.44,1.34,-0.43,0.24,1
-0.13,0.34,0.44,0.43,0.24,0.49,1
-0.14,0.34,0.45,1.16,0.06,0.18,1
-0.14,0.34,0.44,0.92,0.79,0.24,1
-0.14,0.34,0.44,1.22,0.18,0.37,1
-0.14,0.34,0.44,0.43,0.37,0.49,1
-0.11,0.34,0.45,0.43,0.24,1.4,1
-0.11,0.34,0.45,1.04,0.55,-0.06,1
-0.13,0.34,0.46,4.09,-1.04,-0.18,1
-0.13,0.34,0.43,0.55,-0.98,1.22,1
-0.15,0.34,0.46,3.6,1.34,1.28,1
-0.15,0.34,0.45,0.55,-0.24,1.22,1
-0.15,0.34,0.43,-0.06,4.76,1.59,1
-0.15,0.34,0.44,0.92,4.15,1.4,1
-0.13,0.34,0.44,0.73,1.59,0.49,1
-0.16,0.34,0.43,0.98,-3.23,-1.34,1
-0.17,0.34,0.43,5.43,2.5,2.56,1
-0.17,0.34,0.43,1.46,0.18,-1.46,1
-0.16,0.34,0.43,0.31,-1.4,2.08,1
-0.18,0.34,0.44,1.28,0.67,0.67,1
-0.19,0.3,0.43,-0.12,0.98,-0.55,1
-0.19,0.32,0.44,1.34,-0.12,0.67,1
-0.19,0.33,0.44,0.18,-0.73,1.1,1
-0.2,0.34,0.44,1.65,0.55,-0.43,1
-0.2,0.34,0.44,1.04,0.18,0.73,1
-0.2,0.34,0.45,-0.06,-0.31,-0.61,1
-0.2,0.34,0.44,0.43,-0.18,0.55,1
-0.2,0.34,0.44,1.95,1.16,0.61,1
-0.19,0.34,0.44,0.61,2.69,0.55,1
-0.19,0.34,0.46,0.67,-0.61,1.59,1
-0.19,0.34,0.44,0.61,-0.12,1.34,1
-0.18,0.34,0.46,1.46,-1.65,-2.32,1
-0.18,0.34,0.45,0.79,0.55,0.37,1
-0.19,0.34,0.45,1.04,0.73,0.24,1
-0.18,0.34,0.44,0.55,1.95,2.93,1
-0.2,0.34,0.44,-2.5,3.6,-0.61,1
-0.2,0.34,0.42,0.37,0.55,-0.12,1
-0.19,0.34,0.42,0.61,1.1,0.18,1
-0.13,0.34,0.58,-2.69,5.37,3.48,1
-0.16,0.26,0.56,1.1,2.69,0.61,1
-0.15,0.25,0.56,1.28,0.98,1.4,1
-0.15,0.25,0.56,1.59,0.55,0.31,1
-0.16,0.25,0.56,1.28,0.55,0.67,1
-0.16,0.25,0.56,1.59,0.24,0.98,1
-0.16,0.25,0.56,0.61,0.43,0.37,1
-0.16,0.25,0.57,0.49,0.18,0.24,1
-0.16,0.25,0.56,-0.37,-0.24,0.73,1
-0.15,0.25,0.56,0.98,0.24,0.31,1
-0.16,0.25,0.56,0.43,-0.24,0.79,1
-0.15,0.25,0.56,1.4,0.55,0.85,1
-0.15,0.25,0.57,0.49,0.24,0.12,1
-0.16,0.25,0.57,-0.06,0.18,1.16,1
-0.16,0.25,0.56,0.79,0.49,-0.43,1
-0.15,0.25,0.58,1.71,1.1,0,1
-0.16,0.25,0.57,0.79,0.49,0.31,1
-0.15,0.25,0.57,2.56,3.85,0.92,1
-0.17,0.25,0.56,1.46,1.28,-0.06,1
-0.16,0.25,0.56,0.49,0.61,1.04,1
-0.16,0.25,0.56,-0.12,-0.06,0,1
-0.17,0.25,0.56,-0.49,2.5,2.44,1
-0.17,0.25,0.57,1.4,0.61,-0.43,1
-0.17,0.25,0.57,1.22,-0.12,0.31,1
-0.17,0.25,0.57,0.92,0.73,0.55,1
-0.17,0.25,0.57,0.43,0,0.37,1
-0.17,0.25,0.58,1.16,0.37,0.37,1
-0.17,0.25,0.58,0.49,0.31,0.31,1
-0.18,0.25,0.58,0.12,0.12,0.37,1
-0.17,0.25,0.58,1.65,0.55,0.43,1
-0.18,0.25,0.59,0.98,0.31,0.31,1
-0.18,0.25,0.61,0.12,0.55,-0.37,1
-0.18,0.25,0.61,0.24,0,0.85,1
-0.18,0.25,0.61,0.92,0.61,0.43,1
-0.18,0.25,0.62,0.55,0.18,0.55,1
-0.18,0.25,0.62,0.31,-0.06,-0.06,1
-0.18,0.25,0.62,0.31,0.24,0.37,1
-0.18,0.25,0.62,0.73,0.06,-0.12,1
-0.18,0.25,0.63,2.01,0.37,-0.06,1
-0.19,0.25,0.63,-0.06,0.06,-0.12,1
-0.18,0.25,0.63,0.79,0.24,0.37,1
-0.18,0.25,0.63,0.85,-0.79,-0.18,1
-0.18,0.25,0.64,1.46,1.04,0.24,1
-0.18,0.25,0.64,0.98,0.37,0.55,1
-0.18,0.25,0.63,1.04,0.92,0.98,1
-0.18,0.25,0.64,0.55,0.24,0.92,1
-0.18,0.25,0.64,0.49,0.49,0.67,1
-0.18,0.25,0.64,0,0.24,0.49,1
-0.17,0.25,0.65,0.67,0.85,1.1,1
-0.18,0.25,0.65,0.98,0.31,0.37,1
-0.18,0.25,0.65,0.24,0.55,0.73,1
-0.18,0.25,0.65,1.22,0.18,0.18,1
-0.18,0.25,0.65,0.43,0.31,-0.18,1
-0.18,0.25,0.65,0.55,0.31,0.18,1
-0.18,0.25,0.64,0.31,0.37,1.04,1
-0.18,0.25,0.64,0.92,0.12,0.49,1
-0.18,0.29,0.65,-0.06,0.37,0.43,1
-0.18,0.29,0.65,0.37,0.24,0.43,1
-0.18,0.29,0.65,0.06,0.18,0.12,1
-0.18,0.29,0.65,0.49,0.55,0.43,1
-0.18,0.29,0.65,0.43,0.06,-0.24,1
-0.18,0.29,0.65,0.79,0.55,0.67,1
-0.17,0.29,0.65,0.67,0.24,0.49,1
-0.18,0.29,0.65,0.98,0.24,0.31,1
-0.18,0.29,0.66,0.79,0.61,0.31,1
-0.17,0.29,0.66,0.85,0.18,0.49,1
-0.18,0.28,0.65,0.49,0,-0.12,1
-0.18,0.21,0.66,1.22,0.31,0.06,1
-0.18,0.21,0.66,-0.85,0.37,-0.06,1
-0.18,0.21,0.65,1.04,0.24,0.43,1
-0.18,0.21,0.66,0.92,0.24,0.18,1
-0.18,0.21,0.65,1.46,0,0,1
-0.17,0.22,0.65,-1.59,0.24,-0.49,1
-0.18,0.21,0.64,-0.37,0.67,1.59,1
-0.18,0.21,0.65,-0.79,-0.43,0.55,1
-0.18,0.21,0.65,0.92,0.18,0.49,1
-0.18,0.21,0.65,-0.43,-0.06,-0.18,1
-0.18,0.21,0.65,-0.18,-0.55,-0.37,1
-0.17,0.22,0.65,0.06,0.18,0.37,1
-0.18,0.22,0.65,1.4,0.92,0.31,1
-0.18,0.22,0.66,-0.61,0.12,0.06,1
-0.18,0.22,0.66,-0.73,0.55,0.37,1
-0.18,0.22,0.66,0.92,0.24,0.55,1
-0.18,0.22,0.66,0.31,0.67,0.67,1
-0.18,0.22,0.66,-1.46,-0.55,2.14,1
-0.19,0.22,0.66,-1.34,-0.73,-0.43,1
-0.18,0.22,0.63,0.85,0.55,0.49,1
-0.2,0.3,0.63,-0.85,3.11,0,1
-0.18,0.22,0.64,-0.06,-0.06,0,1
-0.19,0.22,0.62,1.65,0.12,1.04,1
-0.19,0.22,0.6,-1.89,-3.17,0.43,1
-0.2,0.31,0.63,2.93,0.79,1.71,1
-0.2,0.32,0.62,0.67,0.85,0.92,1
-0.11,0.18,0.56,-0.24,-0.79,0.18,1
-0.11,0.18,0.55,1.34,0.98,-0.12,1
-0.11,0.18,0.56,0.31,0.06,0.06,1
-0.1,0.18,0.57,1.28,0.73,0.31,1
-0.11,0.18,0.57,1.22,0.49,0.92,1
-0.11,0.18,0.58,-0.43,0.06,0.24,1
-0.11,0.18,0.58,0.67,-0.49,-0.24,1
-0.11,0.18,0.57,0.85,0.31,0.55,1
-0.12,0.2,0.58,0.67,0.67,0.85,1
-0.11,0.22,0.58,1.1,0.49,0.12,1
-0.12,0.22,0.58,0.79,0.43,0.31,1
-0.12,0.22,0.59,1.46,0,0,1
-0.11,0.22,0.59,0.85,0.31,0.12,1
-0.11,0.22,0.59,0.12,0.49,0.37,1
-0.12,0.22,0.59,0.31,0,0.37,1
-0.12,0.22,0.59,0.85,0.37,0.55,1
-0.11,0.22,0.59,0.43,0.37,0.06,1
-0.12,0.22,0.59,1.16,0.31,0.43,1
-0.12,0.22,0.59,1.04,0.31,1.59,1
-0.12,0.22,0.61,1.1,1.04,0.43,1
-0.12,0.22,0.6,0.55,-0.12,0.73,1
-0.12,0.22,0.6,0.98,0.79,-0.31,1
-0.12,0.22,0.6,0.43,0.49,-0.49,1
-0.12,0.22,0.6,0.85,0.49,-0.43,1
-0.11,0.22,0.6,0.06,-0.24,-0.06,1
-0.11,0.22,0.61,-0.06,0.43,0.55,1
-0.12,0.22,0.6,1.04,0.55,0.12,1
-0.11,0.22,0.6,0.43,0.61,0.37,1
-0.11,0.22,0.61,0.61,0.12,0.37,1
-0.12,0.25,0.61,0.24,0.12,0,1
-0.11,0.25,0.61,1.04,0.06,0.31,1
-0.11,0.25,0.61,0,0.12,0.67,1
-0.11,0.25,0.62,-0.31,-0.18,-0.55,1
-0.12,0.25,0.62,1.16,2.01,0.43,1
-0.11,0.25,0.61,0.24,-2.56,-1.16,1
-0.12,0.25,0.6,0.61,-0.24,0.24,1
-0.12,0.25,0.61,0.61,0,0.49,1
-0.12,0.25,0.6,0,0.31,0.37,1
-0.12,0.25,0.6,0.98,0,0.37,1
-0.12,0.25,0.6,1.16,0.73,0.43,1
-0.13,0.25,0.59,1.16,1.1,1.71,1
-0.13,0.25,0.61,1.53,0.55,-15.5,1
-0.12,0.25,0.61,0.73,0.85,0.79,1
-0.13,0.25,0.61,-0.12,-0.98,-0.24,1
-0.12,0.25,0.62,0.37,0.61,-0.06,1
-0.11,0.25,0.61,-0.73,0.18,0.06,1
-0.12,0.25,0.61,0.37,0.55,0.06,1
-0.11,0.25,0.61,0.24,0.73,0.85,1
-0.11,0.25,0.61,0.49,0.12,0.55,1
-0.11,0.25,0.62,0.24,0.18,0.18,1
-0.12,0.25,0.62,0.55,0.12,0.61,1
-0.11,0.25,0.62,0.98,0.79,-0.18,1
-0.11,0.25,0.62,1.16,0.73,0.49,1
-0.11,0.25,0.62,0,0.12,0.55,1
-0.11,0.25,0.62,0.49,0.43,0.24,1
-0.11,0.25,0.62,0.92,0.67,0.55,1
-0.11,0.25,0.62,0.31,-0.18,1.04,1
-0.11,0.25,0.62,0.85,0.43,0.61,1
-0.11,0.25,0.63,0,0.55,-0.43,1
-0.11,0.25,0.62,0.31,0.37,0.85,1
-0.11,0.25,0.62,0.43,0.37,0.43,1
-0.11,0.25,0.62,0.85,0.24,0.61,1
-0.11,0.25,0.62,0.98,0.85,0.79,1
-0.11,0.25,0.62,1.04,0,0.73,1
-0.11,0.25,0.62,0.43,-0.06,0.55,1
-0.11,0.25,0.63,2.01,1.77,-0.61,1
-0.08,0.25,0.64,1.04,-0.49,0.43,1
-0.09,0.25,0.64,1.34,0.31,0.67,1
-0.1,0.25,0.64,0.31,0.06,0.55,1
-0.09,0.25,0.64,0.92,0,0.55,1
-0.1,0.25,0.63,0.67,0.31,0.55,1
-0.09,0.25,0.64,0.73,0.43,0.37,1
-0.1,0.25,0.64,0.67,0.49,0.18,1
-0.1,0.25,0.63,0.12,-0.12,0.43,1
-0.1,0.25,0.64,1.04,0.12,0.31,1
-0.1,0.25,0.64,0.61,0.06,0.31,1
-0.1,0.25,0.64,0.79,0.61,0.24,1
-0.09,0.25,0.63,0.43,0.18,0.31,1
-0.1,0.25,0.63,-0.06,-0.37,0.49,1
-0.1,0.25,0.64,0.73,0.43,0.49,1
-0.1,0.25,0.63,0.61,0.61,0.85,1
-0.09,0.25,0.64,0.24,0.43,0.67,1
-0.1,0.25,0.64,0.92,0.49,0.12,1
-0.1,0.25,0.64,0.24,0.12,0.61,1
-0.1,0.25,0.64,0.79,0.31,0.37,1
-0.1,0.25,0.64,0.43,0.06,0.24,1
-0.1,0.25,0.64,1.04,0.73,0.37,1
-0.09,0.25,0.63,0.85,0.55,0.18,1
-0.1,0.25,0.64,0.49,0.24,-0.06,1
-0.1,0.25,0.64,0.67,0.55,0.24,1
-0.1,0.25,0.63,0.85,0.67,0.55,1
-0.1,0.25,0.63,0.55,0.31,0.67,1
-0.1,0.25,0.64,0.73,0.55,0.55,1
-0.1,0.25,0.64,1.04,0.43,0.79,1
-0.1,0.25,0.64,0.61,0,0.92,1
-0.1,0.25,0.64,0.79,0.24,0.37,1
-0.1,0.25,0.64,0.49,0.31,0.37,1
-0.1,0.25,0.64,-0.31,0.24,0.67,1
-0.1,0.25,0.63,0.79,0.85,0.49,1
-0.1,0.25,0.67,-0.49,0.49,0.67,1
-0.1,0.25,0.66,0.67,-0.12,-0.12,1
-0.1,0.25,0.66,0.92,0.79,0.73,1
-0.11,0.25,0.77,1.4,1.16,1.34,1
-0.09,0.25,0.65,0.73,0.85,0.18,1
-0.1,0.25,0.87,0.49,-0.06,0.18,1
-0.11,0.25,0.87,0.73,0.37,0.12,1
-0.1,0.25,0.87,0.31,0.49,-0.18,1
-0.1,0.25,0.87,0.55,0.24,-0.24,1
-0.11,0.25,0.8,0.55,0.06,-0.12,1
-0.11,0.25,0.95,23.86,-3.17,5.25,2
-0.16,0.25,0.98,62.07,-5.07,15.38,2
