xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
-0.28,0.97,0.06,34.55,-7.45,-6.23,2
-0.26,0.92,0.13,90.09,-11.35,-24.78,2
-0.21,0.92,0.28,24.35,-1.16,-3.3,2
-0.26,0.85,0.17,65.49,-6.35,-18.37,2
-0.22,0.86,0.26,34.3,-6.47,-6.47,2
-0.2,0.92,0.29,42.66,-10.07,-9.64,2
-0.22,0.88,0.24,40.28,0.67,-11.66,2
-0.21,0.84,0.31,9.28,-2.75,1.83,2
-0.21,0.83,0.3,-48.22,-2.38,19.41,2
-0.15,0.93,0.4,-35.46,1.22,9.46,2
-0.18,0.78,0.35,-15.01,5.55,4.27,2
-0.22,0.89,0.23,88.87,-24.29,-9.22,2
-0.2,0.85,0.37,34.06,-0.18,-9.34,2
-0.26,0.98,0.03,58.65,-3.42,-14.53,2
-0.3,0.94,-0.01,-37.54,8.42,10.86,2
-0.24,0.9,0.19,-48.52,0.12,20.2,2
-0.26,0.97,0.13,-45.04,-4.52,16.91,2
-0.19,0.86,0.32,-18.01,1.16,7.69,2
-0.19,0.91,0.28,-6.53,7.26,-0.43,2
-0.23,0.95,0.15,69.15,-8,-19.65,2
-0.29,0.98,-0.05,6.35,-2.01,-0.73,2
-0.27,0.93,0.04,-53.83,5.74,16.97,2
-0.22,0.93,0.22,44.62,-6.59,-7.08,2
-0.28,0.99,0,9.83,4.39,-3.78,2
-0.26,0.95,0.11,-60.55,4.7,19.23,2
-0.28,0.92,0.04,-21.36,2.26,8.3,2
-0.25,0.88,0.15,-65.06,7.87,17.64,2
-0.24,0.91,0.22,58.65,-4.64,-13.06,2
-0.3,0.97,-0.03,9.28,-2.44,-4.15,2
-0.22,0.91,0.19,-31.68,-1.28,11.6,2
-0.26,0.96,0.03,41.26,-6.29,-9.83,2
-0.28,0.93,0,-64.27,14.16,16.48,2
-0.2,0.89,0.26,21.06,0.43,-7.81,2
-0.28,0.95,0,25.45,-3.11,-6.47,2
-0.25,0.97,0.07,-66.35,4.27,20.39,2
-0.17,0.96,0.3,16.05,9.83,-8.73,2
-0.27,0.96,0.01,31.01,-5.37,-6.29,2
-0.26,0.93,0.06,-43.46,7.75,13.85,2
-0.21,0.89,0.23,-23.5,1.34,11.11,2
-0.23,0.93,0.18,45.1,-2.56,-11.23,2
-0.27,0.94,0.02,-45.72,8.97,12.76,2
-0.25,0.92,0.08,-53.16,2.5,17.33,2
-0.24,0.91,0.15,47.91,-1.65,-12.82,2
-0.25,0.97,0.04,-17.58,-3.48,7.63,2
-0.2,0.91,0.3,-53.16,4.15,15.81,2
-0.25,0.91,0.13,77.15,-11.84,-15.69,2
-0.24,0.92,0.13,-41.26,4.15,14.4,2
-0.19,0.86,0.34,4.64,3.3,-0.18,2
-0.23,0.95,0.15,39,-1.22,-9.58,2
-0.25,0.93,0.09,-41.69,4.82,12.08,2
-0.19,0.93,0.29,16.11,1.4,-7.26,2
-0.25,0.95,0.08,-41.5,5,11.96,2
-0.2,0.93,0.3,30.64,-0.73,-5.62,2
-0.26,0.96,0.06,-19.78,3.05,4.27,2
-0.19,0.9,0.32,36.44,-2.93,-7.63,2
-0.25,0.96,0.03,-17.88,4.7,5.19,2
-0.21,0.91,0.29,39.06,-2.81,-2.38,2
-0.26,0.96,0.08,22.28,2.62,-6.47,2
-0.21,0.93,0.28,-63.72,4.88,16.91,2
-0.22,0.9,0.31,41.5,-7.2,-5.55,2
-0.24,0.94,0.14,-9.28,3.11,2.2,2
-0.19,0.87,0.36,-70.07,6.59,17.21,2
-0.19,0.89,0.32,8.67,1.71,-0.24,2
-0.23,0.93,0.2,59.51,-2.26,-15.99,2
-0.28,0.97,-0.05,-36.44,8.79,7.63,2
-0.18,0.83,0.33,-58.59,-2.93,18.43,2
-0.2,0.84,0.3,50.96,0.73,-17.46,2
-0.27,0.98,0.02,25.39,-1.46,-3.3,2
-0.27,0.94,0.03,-26.49,7.26,5,2
-0.25,0.96,0.17,-70.74,5.68,17.7,2
-0.25,0.88,0.12,66.41,-2.14,-13.85,2
-0.24,0.93,0.13,59.69,-13.92,-13.37,2
-0.25,0.97,0.02,-20.51,8.12,-1.34,2
-0.22,0.95,0.18,-69.95,7.57,18.19,2
-0.2,0.87,0.31,-41.5,1.65,11.78,2
-0.18,0.9,0.32,-2.44,5.92,2.81,2
-0.21,0.89,0.22,59.39,-0.61,-13.79,2
-0.27,0.96,0.04,51.15,-10.25,-13.31,2
-0.24,0.92,0.14,-67.69,12.33,17.7,2
-0.2,0.87,0.33,-33.51,3.54,12.76,2
-0.21,0.88,0.28,66.65,-1.83,-15.87,2
-0.26,0.95,0.04,36.93,-11.6,-9.83,2
-0.24,0.91,0.13,-61.46,7.81,15.38,2
-0.17,0.89,0.38,-32.9,5.68,14.22,2
-0.21,0.89,0.25,44.62,1.22,-5.8,2
-0.25,0.94,0.06,60.49,-8.24,-18.8,2
-0.27,0.96,0.03,52.61,-11.41,-13.37,2
-0.27,0.94,0,8.54,3.54,-4.15,2
-0.24,0.9,0.17,-43.58,4.03,12.02,2
-0.24,0.89,0.12,-45.04,2.32,14.04,2
-0.19,0.87,0.29,-48.1,2.26,17.09,2
-0.18,0.89,0.31,-24.35,0.73,11.78,2
-0.23,0.93,0.15,65.8,-7.08,-18.49,2
-0.28,0.95,0.03,13.98,-3.6,-3.54,2
-0.27,0.91,0.08,-24.41,8.36,5.19,2
-0.27,0.95,0.19,-70.98,13.98,14.59,2
-0.24,0.84,0.33,-8.61,4.03,7.63,2
-0.26,0.86,0.28,69.27,-4.94,-14.83,2
-0.22,0.88,0.33,11.35,2.01,-5.55,2
-0.29,0.96,0.08,55.66,-10.62,-8.97,2
-0.31,0.96,0.04,-2.81,-1.71,0.24,2
-0.29,0.94,0.05,-51.51,11.6,11.96,2
-0.28,0.92,0.09,-67.81,7.93,19.65,2
-0.27,0.94,0.16,-54.69,4.52,15.87,2
-0.26,0.93,0.22,-47.79,0.18,13.31,2
-0.25,0.93,0.25,41.44,-0.67,-11.6,2
-0.29,0.94,0.05,89.36,-17.4,-16.66,2
-0.32,0.96,-0.03,17.94,-2.99,-4.21,2
-0.3,0.93,0.06,-23.19,1.04,5.98,2
-0.27,0.88,0.14,-50.78,2.2,10.93,2
-0.25,0.92,0.24,-53.34,2.08,15.14,2
-0.26,0.89,0.21,-46.02,-0.85,16.66,2
-0.24,0.88,0.29,8.24,2.14,-0.37,2
-0.25,0.95,0.17,77.27,-4.33,-21.67,2
-0.25,0.94,0.18,71.72,-12.7,-16.72,2
-0.29,0.93,0.1,-26.79,4.88,6.1,2
-0.24,0.91,0.22,-69.46,8.73,17.76,2
-0.24,0.86,0.28,-26.79,2.26,13.06,2
-0.26,0.87,0.27,-25.02,5.31,7.32,2
-0.3,0.75,0.48,-98.39,34.91,-17.21,2
-0.21,0.78,0.61,-52.12,22.03,-7.26,2
-0.09,0.89,0.54,-1.53,-3.54,-6.1,2
-0.07,0.85,0.44,54.57,-17.09,6.04,2
-0.2,0.87,0.36,-31.68,6.77,6.35,2
-0.21,0.6,0.62,14.4,3.48,5,2
-0.21,0.71,0.55,71.35,-14.04,0.49,2
-0.19,0.94,0.4,-44.68,8.73,-0.49,2
-0.23,0.73,0.5,-80.08,20.45,0.92,2
-0.22,0.7,0.52,79.47,-8.06,2.01,2
-0.16,0.93,0.48,66.59,-12.21,-3.23,2
-0.22,0.63,0.6,60.61,-5.43,0.92,2
-0.23,0.79,0.5,-95.46,13.49,4.21,2
-0.21,0.87,0.49,-31.19,4.76,-0.85,2
-0.21,0.82,0.43,-120.85,22.03,5.25,2
-0.21,0.92,0.41,-37.54,3.05,2.5,2
-0.2,0.76,0.56,-47,1.04,5.37,2
-0.25,0.8,0.44,-64.21,7.32,6.23,2
-0.25,0.85,0.41,-73.43,10.25,6.04,2
-0.26,0.73,0.49,-35.71,5.98,6.29,2
-0.25,0.74,0.45,31.13,-0.73,-1.83,2
-0.25,0.9,0.41,-102.84,22.58,3.48,2
-0.28,0.82,0.5,-84.29,10.68,5.86,2
-0.28,0.66,0.56,70.98,-8,-2.38,2
-0.36,0.56,0.5,8.97,2.14,-3.17,2
-0.31,0.86,0.36,94.12,-18.31,-8.54,2
-0.34,0.72,0.44,35.1,-2.38,-2.56,2
-0.35,0.94,0.24,-51.76,9.4,7.63,2
-0.34,0.85,0.25,-47.79,8.18,4.27,2
-0.3,0.92,0.33,-104.25,12.15,13.06,2
-0.29,0.8,0.45,-41.81,4.21,7.75,2
-0.29,0.76,0.38,97.35,-19.41,-12.15,2
-0.28,0.96,0.35,-48.52,1.71,9.58,2
-0.29,0.78,0.41,92.83,-11.72,-14.47,2
-0.31,0.92,0.29,-47.18,8.67,9.64,2
-0.3,0.93,0.35,0.18,-0.49,-1.22,2
-0.29,0.97,0.4,10.62,-5.92,-2.93,2
-0.26,0.78,0.46,64.15,-4.82,-10.8,2
-0.27,0.76,0.38,50.05,-3.66,-6.53,2
-0.27,0.82,0.45,-17.09,4.27,4.39,2
-0.27,0.77,0.42,-27.47,5.43,3.72,2
-0.29,0.91,0.34,-94.85,12.02,20.02,2
-0.3,0.85,0.36,94.06,-12.82,-22.89,2
-0.32,1.01,0.17,-88.32,13.79,16.54,2
-0.3,0.81,0.42,-84.47,9.03,18.49,2
-0.31,0.76,0.41,60.36,-9.7,-5.25,2
-0.32,0.88,0.35,-70.43,11.6,10.74,2
-0.32,0.8,0.36,-34.3,5.25,10.19,2
-0.31,0.81,0.43,23.93,-6.84,0.61,2
-0.3,0.8,0.35,-74.22,14.04,12.94,2
-0.29,0.92,0.35,-57.43,7.14,10.74,2
-0.29,0.88,0.32,38.45,-7.08,-6.77,2
-0.28,0.79,0.43,65.06,-13.31,-6.59,2
-0.28,0.86,0.4,-72.33,15.63,9.4,2
-0.29,0.96,0.29,-54.38,8.24,11.05,2
-0.32,0.93,0.27,-36.93,9.16,9.16,2
-0.32,0.89,0.33,-68.48,12.63,11.54,2
-0.3,0.77,0.45,7.02,0.73,-0.06,2
-0.31,0.85,0.41,-77.39,12.39,16.78,2
-0.3,0.79,0.46,0.61,-1.59,4.03,2
-0.32,0.97,0.24,-34.73,12.27,9.28,2
-0.36,0.95,0.24,-50.78,10.31,11.35,2
-0.36,0.66,0.35,26.18,-4.27,0.49,2
-0.35,0.84,0.27,-62.62,10.86,16.97,2
-0.39,0.84,0.17,-89.36,18.62,18.74,2
-0.41,0.9,0.24,38.45,-3.11,-10.86,2
-0.38,0.84,0.25,76.17,-9.58,-15.75,2
-0.42,0.94,0.38,-81.79,-0.92,18.98,2
-0.37,0.87,0.33,-82.34,8.42,15.75,2
-0.36,0.85,0.35,-26.98,3.36,7.02,2
-0.36,1,0.32,-34,3.05,9.7,2
-0.36,0.78,0.33,55.91,-7.08,-12.08,2
-0.34,0.8,0.35,49.32,-5.31,-12.45,2
-0.35,0.93,0.24,85.82,-11.23,-20.57,2
-0.38,0.85,0.25,62.87,-11.84,-13.85,2
-0.38,0.92,0.22,-55.36,7.02,12.27,2
-0.36,0.93,0.25,8.3,-0.67,-4.64,2
-0.37,0.81,0.35,-33.81,0.67,11.17,2
-0.37,0.9,0.36,41.2,-3.05,-4.52,2
-0.36,0.81,0.33,86,-12.94,-18.43,2
-0.43,0.8,0.29,-5.68,-3.17,4.09,2
-0.37,0.95,0.17,-11.72,5.92,-5.07,2
-0.38,0.81,0.19,43.95,-3.42,-9.03,2
-0.38,0.81,0.27,106.32,-10.93,-18.74,2
-0.4,0.89,0.14,-48.22,9.64,9.22,2
-0.37,0.96,0.15,0.92,4.03,-0.85,2
-0.38,0.89,0.19,59.51,-5.62,-13.79,2
-0.37,0.95,0.23,-59.08,2.38,14.83,2
-0.36,0.87,0.21,124.21,-1.04,-27.34,2
-0.3,0.94,0.4,-16.17,8.85,-1.22,2
-0.31,0.83,0.31,84.96,-13,3.72,2
-0.37,0.61,0.5,44.13,-3.23,-0.12,2
-0.24,1.02,0.25,10.62,2.38,1.4,2
-0.31,0.69,0.52,-33.87,8.24,3.3,2
-0.26,0.97,0.31,24.48,-3.97,-2.08,2
-0.42,0.47,0.51,65.86,-24.84,21.55,2
-0.38,0.59,0.58,-39.98,10.01,-6.41,2
-0.31,0.77,0.44,-94.97,25.45,15.63,2
-0.3,1.01,0.34,-77.94,36.13,22.4,2
-0.33,0.91,0.25,18.49,-0.73,-3.48,2
-0.3,0.94,0.34,67.5,-31.62,-24.11,2
-0.32,0.88,0.34,113.89,-51.94,-38.21,2
-0.3,0.72,0.43,-121.7,22.64,33.51,2
-0.34,0.67,0.48,58.29,-2.32,-27.28,2
-0.32,0.97,0.28,83.19,-22.09,-23.07,2
-0.32,0.69,0.46,132.75,-37.78,-37.66,2
-0.33,0.97,0.32,-83.13,18.25,34.18,2
-0.36,0.75,0.41,104.98,-31.62,-28.2,2
-0.31,0.93,0.38,-55.36,17.4,22.83,2
-0.29,0.97,0.31,35.28,-14.65,-6.59,2
-0.3,0.76,0.44,51.39,-7.81,-14.95,2
-0.35,0.68,0.41,2.38,1.1,5.8,2
-0.31,0.89,0.37,-107.54,19.65,28.5,2
-0.35,0.93,0.24,-32.23,13.31,13.92,2
-0.33,1,0.24,-11.11,9.09,5.86,2
-0.31,0.84,0.33,-50.11,6.23,16.54,2
-0.27,0.6,0.61,30.03,-8.24,-6.47,2
-0.24,0.94,0.35,42.3,-2.62,-12.7,2
-0.25,0.78,0.48,98.82,-30.03,-29.48,2
-0.26,1.12,0.33,-53.28,12.15,14.89,2
-0.32,0.85,0.36,75.99,-25.39,-22.22,2
-0.35,0.86,0.36,-112.67,24.66,36.38,2
-0.37,0.61,0.45,-40.34,12.82,8.48,2
-0.33,0.97,0.3,-61.28,16.85,23.93,2
-0.33,0.88,0.34,-73.55,10.86,24.41,2
-0.36,0.91,0.25,-39.06,9.58,19.17,2
-0.31,0.95,0.25,-11.11,9.52,3.42,2
-0.33,0.97,0.24,-27.4,10.01,10.62,2
-0.33,1,0.19,-37.96,15.01,12.08,2
-0.3,0.98,0.26,-25.51,9.89,12.39,2
-0.32,1.05,0.39,-54.5,9.89,13.49,2
-0.39,0.61,0.48,-25.7,12.76,1.16,2
-0.34,0.7,0.52,-1.53,2.08,0.67,2
-0.28,0.79,0.4,86.91,-16.05,-19.96,2
-0.27,0.97,0.28,62.5,-10.19,-9.77,2
-0.29,0.93,0.21,-16.97,14.95,8.54,2
-0.34,0.89,0.32,-101.56,30.58,18.55,2
-0.34,0.73,0.42,7.26,-2.5,-0.18,2
-0.25,0.86,0.47,18.25,-7.93,-1.77,2
-0.32,0.75,0.42,86.61,-24.9,-10.93,2
-0.36,0.67,0.43,112.18,-19.29,-19.23,2
-0.31,0.69,0.39,125.98,-39.92,-26.79,2
-0.27,1.09,0.15,2.38,22.09,7.08,2
-0.28,1,0.14,-94.12,35.95,35.71,2
-0.26,1.02,0.2,-103.76,35.77,36.5,2
-0.29,0.63,0.46,-28.99,9.52,6.84,2
-0.29,0.64,0.54,55.24,-16.17,-10.5,2
-0.3,0.69,0.47,101.44,-34.73,-25.27,2
-0.33,0.69,0.37,152.4,-28.81,-30.52,2
-0.28,0.98,0.3,105.77,-38.33,-29.79,2
-0.34,0.92,0.16,47.49,-6.1,-13.43,2
-0.34,0.92,0.17,-34.24,22.34,14.53,2
-0.36,0.94,0.26,-151.92,25.7,52.43,2
-0.34,0.68,0.39,-41.69,6.65,10.25,2
-0.34,0.69,0.38,55.18,-6.96,-14.83,2
-0.34,0.75,0.35,93.99,-37.9,-31.56,2
-0.33,0.98,0.25,64.76,-22.52,-16.91,2
-0.35,0.93,0.27,-44.74,28.99,10.74,2
-0.35,0.68,0.47,-64.7,25.15,14.4,2
-0.33,0.65,0.51,2.2,-21,-2.93,2
-0.28,0.92,0.35,-43.03,31.8,-3.97,2
-0.3,0.95,0.33,-131.04,37.35,2.32,2
-0.31,0.9,0.26,-57.5,21.42,10.8,2
-0.25,0.97,0.22,-124.69,53.47,19.1,2
-0.31,0.97,0.27,-93.81,35.77,9.16,2
-0.34,0.89,0.37,-89.29,40.41,7.39,2
-0.28,0.91,0.33,-104.86,24.41,12.08,2
-0.31,0.95,0.26,-134.28,41.44,18.25,2
-0.34,0.87,0.37,-126.34,27.34,21.85,2
-0.31,0.91,0.16,-87.04,43.7,24.23,2
-0.33,0.97,0.16,-104.31,48.65,24.96,2
-0.37,0.94,0.07,-71.47,38.21,26.18,2
-0.38,0.89,0.15,-119.87,45.35,28.99,2
-0.31,0.83,0.36,-105.9,25.57,23.74,2
-0.32,0.7,0.5,26.06,-7.32,-6.84,2
-0.34,0.66,0.39,102.29,-23.86,-25.15,2
-0.36,0.97,0.18,126.83,-34.67,-33.63,2
-0.32,0.99,0.22,95.28,-18.98,-30.82,2
-0.32,0.99,0.18,15.99,0,-3.23,2
-0.34,0.95,0.17,-40.41,18.55,18.25,2
-0.37,0.94,0.15,-112.55,29.97,38.15,2
-0.39,0.96,0.16,-103.88,25.76,38.82,2
-0.29,0.75,0.49,0.67,11.6,-0.61,2
-0.38,0.73,0.26,98.33,-18.62,-45.9,2
-0.42,0.95,0.09,-51.45,17.4,23.93,2
-0.37,0.88,0.26,-120.24,27.65,43.15,2
-0.32,0.73,0.4,-22.4,6.9,11.78,2
-0.41,0.84,0.15,126.4,-36.68,-47.55,2
-0.36,0.97,0.14,17.82,-9.58,-6.23,2
-0.36,0.93,0.15,-88.93,30.15,29.36,2
-0.37,0.91,0.2,-81.36,13.67,33.81,2
-0.33,0.78,0.36,-33.51,3.91,10.31,2
-0.28,0.79,0.45,87.46,-14.34,-25.15,2
-0.34,0.95,0.32,128.17,-23.62,-28.14,2
-0.35,0.93,0.25,16.17,-3.3,-4.03,2
-0.3,1.05,0.25,-15.5,-4.64,7.26,2
-0.29,0.99,0.21,11.05,-3.3,-0.92,2
-0.32,0.9,0.19,-54.87,21.67,14.1,2
-0.33,0.92,0.21,-61.46,29.05,17.52,2
-0.34,0.93,0.21,-97.05,27.34,22.52,2
-0.31,0.84,0.3,-63.54,14.77,19.04,2
-0.27,0.87,0.37,-24.41,13.92,3.48,2
-0.27,0.96,0.29,83.01,-20.69,-20.02,2
-0.28,0.84,0.26,-21.18,14.22,10.19,2
-0.33,0.95,0.26,-87.71,17.03,15.14,2
-0.32,0.76,0.34,-25.82,9.34,6.9,2
-0.3,0.8,0.38,31.68,2.99,-5.37,2
-0.3,0.79,0.35,100.52,-17.21,-18.31,2
-0.3,0.94,0.2,47.24,-9.16,-8.67,2
-0.29,0.93,0.22,-79.77,19.96,18.25,2
-0.29,0.73,0.47,-79.77,14.83,13.06,2
-0.36,0.59,0.49,-57.62,16.42,21.24,2
-0.31,0.79,0.32,108.4,-26.92,-9.52,2
-0.27,1,0.17,103.45,-25.15,-19.04,2
-0.31,0.96,0.26,-115.66,17.52,12.51,2
-0.31,0.72,0.47,-12.08,0.37,4.33,2
-0.31,0.99,0.14,106.57,-36.5,-17.15,2
-0.31,0.89,0.27,-111.57,49.5,15.56,2
-0.29,0.66,0.48,-25.51,4.88,4.09,2
-0.3,0.9,0.16,87.52,-30.03,-21.06,2
-0.32,0.99,0.15,52.86,-18.01,-15.5,2
-0.3,0.96,0.22,65.43,-15.08,-16.48,2
-0.37,0.94,0.12,-24.48,5,6.9,2
-0.32,0.85,0.34,-79.96,9.22,18.13,2
-0.33,0.82,0.28,88.56,-15.08,-15.81,2
-0.37,0.88,0.28,-4.76,5.98,6.04,2
-0.37,0.79,0.37,59.63,-7.69,-9.83,2
-0.35,0.8,0.34,77.21,-15.08,-7.08,2
-0.35,0.99,0.16,41.14,-7.57,-10.25,2
-0.35,0.95,0.12,-31.07,10.8,3.05,2
-0.37,0.91,0.15,-117.61,40.65,22.77,2
-0.36,0.98,0.2,-108.15,39.98,21.91,2
-0.36,0.95,0.14,-90.09,40.41,20.45,2
-0.35,0.91,0.25,140.5,-39.86,-34.55,2
-0.29,0.98,0.23,122.19,-41.2,-25.88,2
-0.28,1,0.18,134.64,-50.17,-43.46,2
-0.32,1.02,0.15,32.84,-12.39,-12.15,2
-0.3,1,0.17,45.72,-12.02,-15.14,2
-0.34,0.94,0.1,-37.72,10.8,15.81,2
-0.35,0.96,0.07,-26.67,14.59,9.28,2
-0.33,0.91,0.24,-63.72,15.56,22.4,2
-0.31,0.89,0.31,-92.53,43.03,38.02,2
-0.33,0.81,0.32,-27.04,54.2,35.34,2
-0.31,0.88,0.31,-3.17,44.43,24.9,2
-0.32,0.92,0.28,7.57,21.24,10.07,2
-0.31,0.77,0.44,-3.72,-12.27,-14.83,2
-0.33,0.77,0.37,-85.45,25.02,24.96,2
-0.34,0.82,0.35,-90.7,27.77,29.48,2
-0.31,0.79,0.43,38.57,-19.78,-7.02,2
-0.35,0.71,0.45,41.08,4.82,-8.91,2
-0.34,0.81,0.39,80.44,-20.08,-26.98,2
-0.39,0.92,0.16,60.24,-21.85,-20.2,2
-0.38,0.86,0.31,-116.03,21.3,24.17,2
-0.36,0.81,0.36,-62.93,13.18,21.12,2
-0.33,0.81,0.41,26.73,-4.94,-4.03,2
-0.38,0.96,0.19,97.53,-19.53,-32.29,2
-0.41,0.92,0.17,-3.97,6.23,0,2
-0.35,0.9,0.3,-59.69,15.08,24.17,2
-0.35,0.85,0.34,48.4,-24.54,-20.08,2
-0.33,0.86,0.37,-0.24,-35.71,-27.71,2
-0.36,0.9,0.29,66.77,-16.48,-35.52,2
-0.39,0.89,0.23,4.33,-6.04,-3.48,2
-0.37,0.89,0.26,-23.5,10.01,13.31,2
-0.35,0.8,0.37,-6.35,12.27,4.94,2
-0.3,0.81,0.41,-8.24,3.17,-7.14,2
-0.25,0.75,0.45,19.71,-29.66,-8.42,2
-0.26,0.92,0.31,89.42,-38.39,-38.09,2
-0.32,0.94,0.18,62.68,-25.63,-33.75,2
-0.28,0.93,0.26,66.35,-23.01,-30.7,2
-0.3,0.93,0.19,4.21,-1.71,-0.43,2
-0.32,0.89,0.25,55.48,-18.98,-21.42,2
-0.29,0.99,0.25,-47.3,18.68,22.64,2
-0.33,0.91,0.17,59.45,-8.36,-23.56,2
-0.34,0.92,0.2,57.98,-14.4,-30.4,2
-0.35,0.89,0.19,34.61,-11.35,-16.36,2
-0.37,0.89,0.14,-22.22,9.89,9.77,2
-0.37,0.88,0.18,-34,17.33,33.94,2
-0.36,0.86,0.22,-1.65,21.36,31.86,2
-0.31,0.91,0.21,3.11,25.7,20.51,2
-0.3,0.96,0.16,4.64,15.01,13.06,2
-0.26,0.88,0.3,-15.44,7.26,24.11,2
-0.24,0.89,0.33,-4.27,-1.28,5.74,2
-0.28,0.9,0.23,33.08,-24.41,-36.07,2
-0.42,0.88,0.13,133.73,-43.7,-56.7,2
-0.33,0.92,0.21,43.64,-18.01,-33.57,2
-0.25,0.97,0.16,40.53,-20.2,-21,2
-0.36,0.91,0.06,-29.17,21.97,22.16,2
-0.33,0.92,0.11,-71.66,40.34,58.59,2
-0.18,0.94,0.25,-3.97,8.42,6.29,2
-0.21,0.96,0.23,61.46,-73.97,-67.75,2
-0.37,0.88,0.09,55.54,-22.46,-39.31,2
-0.37,0.88,0.13,-28.44,26.98,45.04,2
-0.21,0.76,0.42,-8.42,11.29,16.78,2
-0.24,0.72,0.39,9.52,3.54,-5.92,2
-0.24,0.89,0.24,110.17,-35.1,-45.47,2
-0.22,0.76,0.45,38.02,-21.42,-36.38,2
-0.31,0.91,0.21,-48.34,35.34,20.87,2
-0.28,0.9,0.27,-68.79,13.67,25.88,2
-0.29,0.93,0.23,93.38,-19.9,-31.37,2
-0.32,1.02,0.1,16.24,-14.83,-6.47,2
-0.33,0.96,0.08,44.62,6.16,-10.01,2
-0.38,0.92,0.04,70.19,-31.62,-19.23,2
-0.34,0.97,0.07,-15.2,14.28,-1.83,2
-0.37,0.84,0.2,89.17,-48.52,-37.6,2
-0.38,0.83,0.27,-58.35,16.42,15.75,2
-0.4,0.83,0.22,-46.75,12.76,16.48,2
-0.4,0.89,0.18,-40.59,5.98,29.48,2
-0.42,0.81,0.21,7.63,-13,-4.15,2
-0.31,0.96,0.17,33.08,-29.11,-23.62,2
-0.29,0.73,0.43,32.17,-6.47,-3.3,2
-0.32,0.85,0.22,-89.72,37.35,31.07,2
-0.35,0.88,0.11,-78.06,20.14,24.84,2
-0.32,0.94,0.12,5.19,-2.01,1.89,2
-0.33,0.94,0.13,51.51,-9.46,-19.47,2
-0.36,0.92,0.09,6.96,-11.05,-9.52,2
-0.34,0.94,0.17,34.36,5.74,-10.38,2
-0.34,0.87,0.18,46.39,-12.08,-23.25,2
-0.37,0.83,0.18,42.3,-27.71,-28.69,2
-0.34,0.9,0.21,109.19,-34.18,-70.98,2
-0.32,0.8,0.3,65.12,-46.88,-66.96,2
-0.34,0.86,0.21,50.96,-17.7,-35.89,2
-0.38,0.93,0.15,92.9,-39.25,-51.33,2
-0.35,0.84,0.31,-16.85,15.99,16.66,2
-0.33,0.96,0.19,12.63,-1.1,-27.89,2
-0.39,0.86,0.14,46.81,-13.49,-12.21,2
-0.38,0.85,0.21,103.76,-27.89,-40.34,2
-0.36,0.84,0.26,58.78,-2.99,-8,2
-0.39,0.9,0.14,-74.22,27.22,27.22,2
-0.42,0.89,0.12,-76.78,28.93,27.95,2
-0.4,0.91,0.14,-39.43,11.35,18.07,2
-0.33,1.02,0.11,-72.08,38.21,9.03,2
-0.37,0.96,0.11,-22.77,-7.81,-11.78,2
-0.39,0.84,0.42,8.24,-26.25,-5.8,2
-0.23,1.05,0.28,-23.99,11.17,5.43,2
-0.27,0.97,0.16,-16.85,2.87,-0.31,2
-0.28,0.87,0.29,85.33,-25.02,-24.96,2
-0.27,0.95,0.15,75.26,-46.2,-16.3,2
-0.34,0.79,0.34,83.07,-26.49,-13.61,2
-0.26,0.9,0.19,136.11,-47.97,-26,2
-0.31,0.82,0.22,97.72,-15.75,-11.29,2
-0.23,1.04,0.21,90.52,-31.31,-17.58,2
-0.28,0.94,0.15,92.83,-34,-22.52,2
-0.22,0.96,0.26,3.97,-27.4,-28.44,2
-0.25,0.89,0.26,-34,7.39,12.39,2
-0.26,0.97,0.17,-105.04,23.8,22.22,2
-0.25,0.8,0.34,44.74,-10.62,-4.03,2
-0.22,0.98,0.1,94.18,-44.62,-35.77,2
-0.29,0.93,0.12,96.98,-13.73,-26.92,2
-0.29,0.94,0.08,-57.74,6.77,19.17,2
-0.24,0.88,0.29,-100.1,25.02,34.24,2
-0.25,0.85,0.43,-55.91,25.51,25.88,2
-0.33,0.68,0.51,-11.23,4.27,5.19,2
-0.29,0.82,0.26,157.17,-43.4,-10.31,2
-0.29,0.97,0.23,92.04,-19.17,-21.55,2
-0.3,1.04,0.22,-88.5,34.97,17.82,2
-0.33,0.83,0.31,-119.69,18.49,20.63,2
-0.31,0.64,0.53,-61.16,11.72,16.17,2
-0.31,0.79,0.46,40.71,-3.23,-4.27,2
-0.27,1.03,0.19,11.66,-0.55,-3.05,2
-0.21,1.03,0.46,-71.47,27.1,10.01,2
-0.31,0.53,0.76,15.14,-4.64,3.36,2
-0.3,0.7,0.54,-94.3,-1.77,-11.72,2
-0.27,1,0.24,134.16,-49.87,-7.02,2
-0.32,0.81,0.41,42.11,-4.27,4.82,2
-0.33,0.8,0.47,0.43,-1.04,-0.37,2
-0.25,1.04,0.14,88.87,-35.71,-14.34,2
-0.27,0.89,0.34,133,-47.91,-10.25,2
-0.26,0.84,0.4,35.4,-16.54,3.72,2
-0.32,0.65,0.54,-77.7,24.66,11.96,2
-0.26,0.94,0.24,-165.53,43.58,6.71,2
-0.26,1.06,0.19,-148.68,49.26,11.78,2
-0.29,0.95,-0.01,-94.12,39.43,7.69,2
-0.28,0.82,0.64,-38.94,11.72,2.01,2
-0.38,0.68,0.46,39.86,-16.36,3.97,2
